timestamp,memory_used_mib,memory_free_mib,memory_total_mib,own_memory_used_mib
2026-08-20T20:44:13Z,91701, 51456, 143771,5490
2026-08-20T20:44:16Z,91701, 51456, 143771,5490
2026-08-20T20:44:18Z,91701, 51456, 143771,5490
2026-08-20T20:44:21Z,92857, 50300, 143771,7910
2026-08-20T20:44:23Z,94121, 49036, 143771,7910
2026-08-20T20:44:26Z,97883, 45274, 143771,11672
2026-08-20T20:44:28Z,96023, 47134, 143771,9952
2026-08-20T20:44:31Z,96163, 46994, 143771,9952
2026-08-20T20:44:33Z,96163, 46994, 143771,8424
2026-08-20T20:44:36Z,94837, 48320, 143771,8626
2026-08-20T20:44:38Z,94837, 48320, 143771,8626
2026-08-20T20:44:41Z,94837, 48320, 143771,8626
2026-08-20T20:44:44Z,94837, 48320, 143771,8626
2026-08-20T20:44:46Z,94837, 48320, 143771,8626
2026-08-20T20:44:49Z,94837, 48320, 143771,8626
2026-08-20T20:44:51Z,94837, 48320, 143771,8626
2026-08-20T20:44:54Z,94837, 48320, 143771,8626
2026-08-20T20:44:57Z,94837, 48320, 143771,8626
2026-08-20T20:44:59Z,94837, 48320, 143771,8626
2026-08-20T20:45:02Z,94837, 48320, 143771,8626
2026-08-20T20:45:04Z,90197, 52960, 143771,5866
2026-08-20T20:45:07Z,102565, 40592, 143771,16414
2026-08-20T20:45:10Z,95983, 47174, 143771,9772
2026-08-20T20:45:12Z,95989, 47168, 143771,9772
2026-08-20T20:45:15Z,95995, 47162, 143771,9772
2026-08-20T20:45:17Z,98911, 44246, 143771,12692
2026-08-20T20:45:20Z,98945, 44212, 143771,12720
2026-08-20T20:45:22Z,98961, 44196, 143771,12738
2026-08-20T20:45:25Z,98971, 44186, 143771,12746
2026-08-20T20:45:28Z,98985, 44172, 143771,12760
2026-08-20T20:45:30Z,98989, 44168, 143771,12766
2026-08-20T20:45:33Z,98993, 44164, 143771,12770
2026-08-20T20:45:36Z,99287, 43870, 143771,13062
2026-08-20T20:45:38Z,99287, 43870, 143771,13142
2026-08-20T20:45:41Z,101007, 42150, 143771,14922
2026-08-20T20:45:43Z,106207, 36950, 143771,19982
2026-08-20T20:45:46Z,106301, 36856, 143771,20076
2026-08-20T20:45:49Z,106345, 36812, 143771,20120
2026-08-20T20:45:51Z,106345, 36812, 143771,20120
2026-08-20T20:45:54Z,106345, 36812, 143771,20120
2026-08-20T20:45:57Z,106345, 36812, 143771,20120
2026-08-20T20:46:00Z,106345, 36812, 143771,20120
2026-08-20T20:46:02Z,106345, 36812, 143771,20120
2026-08-20T20:46:05Z,106345, 36812, 143771,20120
2026-08-20T20:46:08Z,106345, 36812, 143771,20120
2026-08-20T20:46:11Z,106345, 36812, 143771,20120
2026-08-20T20:46:14Z,106345, 36812, 143771,20120
2026-08-20T20:46:16Z,106345, 36812, 143771,20120
2026-08-20T20:46:19Z,106345, 36812, 143771,20120
2026-08-20T20:46:22Z,106345, 36812, 143771,20120
2026-08-20T20:46:25Z,106345, 36812, 143771,20120
2026-08-20T20:46:28Z,106345, 36812, 143771,20120
2026-08-20T20:46:33Z,106345, 36812, 143771,20120
2026-08-20T20:46:36Z,106345, 36812, 143771,20120
2026-08-20T20:46:39Z,106345, 36812, 143771,20120
2026-08-20T20:46:42Z,106345, 36812, 143771,20120
2026-08-20T20:46:44Z,106345, 36812, 143771,20120
2026-08-20T20:46:47Z,106345, 36812, 143771,20120
2026-08-20T20:46:50Z,106353, 36804, 143771,20128
2026-08-20T20:46:53Z,115353, 27804, 143771,29128
2026-08-20T20:46:56Z,115363, 27794, 143771,29138
2026-08-20T20:46:58Z,115363, 27794, 143771,29138
2026-08-20T20:47:01Z,115363, 27794, 143771,29138
2026-08-20T20:47:04Z,115363, 27794, 143771,29138
2026-08-20T20:47:06Z,115363, 27794, 143771,29138
2026-08-20T20:47:09Z,115363, 27794, 143771,29138
2026-08-20T20:47:12Z,115363, 27794, 143771,29138
2026-08-20T20:47:15Z,115883, 27274, 143771,29658
2026-08-20T20:47:17Z,115883, 27274, 143771,29658
2026-08-20T20:47:20Z,115883, 27274, 143771,29658
2026-08-20T20:47:23Z,115883, 27274, 143771,29658
2026-08-20T20:47:25Z,115883, 27274, 143771,29658
2026-08-20T20:47:28Z,115883, 27274, 143771,29658
2026-08-20T20:47:31Z,115883, 27274, 143771,29658
2026-08-20T20:47:33Z,115883, 27274, 143771,29658
2026-08-20T20:47:36Z,115883, 27274, 143771,29658
2026-08-20T20:47:39Z,115067, 28090, 143771,17422
2026-08-20T20:47:41Z,102953, 40204, 143771,16728
2026-08-20T20:47:44Z,102953, 40204, 143771,16728
2026-08-20T20:47:47Z,102083, 41074, 143771,15878
2026-08-20T20:47:49Z,102223, 40934, 143771,15998
2026-08-20T20:47:52Z,102263, 40894, 143771,16038
2026-08-20T20:47:55Z,102283, 40874, 143771,16058
2026-08-20T20:47:58Z,102323, 40834, 143771,16118
2026-08-20T20:48:01Z,102503, 40654, 143771,16278
2026-08-20T20:48:03Z,102503, 40654, 143771,16278
2026-08-20T20:48:06Z,102503, 40654, 143771,16278
2026-08-20T20:48:09Z,102503, 40654, 143771,16278
2026-08-20T20:48:11Z,102503, 40654, 143771,16278
2026-08-20T20:48:14Z,104183, 38974, 143771,19578
2026-08-20T20:48:19Z,108085, 35072, 143771,23782
2026-08-20T20:48:21Z,111225, 31932, 143771,22580
2026-08-20T20:48:26Z,107249, 35908, 143771,21036
2026-08-20T20:48:29Z,107289, 35868, 143771,21066
2026-08-20T20:48:33Z,107299, 35858, 143771,21078
2026-08-20T20:48:36Z,107317, 35840, 143771,21092
2026-08-20T20:48:38Z,107321, 35836, 143771,21098
2026-08-20T20:48:41Z,107327, 35830, 143771,21102
2026-08-20T20:48:44Z,107849, 35308, 143771,22404
2026-08-20T20:48:47Z,115851, 27306, 143771,29626
2026-08-20T20:48:49Z,115895, 27262, 143771,29672
2026-08-20T20:48:52Z,115897, 27260, 143771,29672
2026-08-20T20:48:55Z,115897, 27260, 143771,29672
2026-08-20T20:48:57Z,115897, 27260, 143771,29672
2026-08-20T20:49:00Z,115897, 27260, 143771,29672
2026-08-20T20:49:03Z,115897, 27260, 143771,29672
2026-08-20T20:49:06Z,115897, 27260, 143771,29672
2026-08-20T20:49:08Z,115897, 27260, 143771,29672
2026-08-20T20:49:11Z,115897, 27260, 143771,29672
2026-08-20T20:49:14Z,115897, 27260, 143771,29672
2026-08-20T20:49:17Z,115897, 27260, 143771,29672
2026-08-20T20:49:19Z,115897, 27260, 143771,29672
2026-08-20T20:49:22Z,115897, 27260, 143771,29672
2026-08-20T20:49:24Z,115897, 27260, 143771,29672
2026-08-20T20:49:27Z,115897, 27260, 143771,29672
2026-08-20T20:49:30Z,115897, 27260, 143771,29672
2026-08-20T20:49:32Z,115897, 27260, 143771,29672
2026-08-20T20:49:35Z,115897, 27260, 143771,29672
2026-08-20T20:49:38Z,115897, 27260, 143771,29672
2026-08-20T20:49:41Z,115897, 27260, 143771,29672
2026-08-20T20:49:44Z,115897, 27260, 143771,29672
2026-08-20T20:49:47Z,115897, 27260, 143771,29672
2026-08-20T20:49:49Z,115897, 27260, 143771,29672
2026-08-20T20:49:52Z,115897, 27260, 143771,29672
2026-08-20T20:49:55Z,115897, 27260, 143771,29672
2026-08-20T20:49:58Z,115897, 27260, 143771,29672
2026-08-20T20:50:00Z,115897, 27260, 143771,29672
2026-08-20T20:50:03Z,115897, 27260, 143771,29672
2026-08-20T20:50:05Z,115897, 27260, 143771,29672
2026-08-20T20:50:08Z,115897, 27260, 143771,29672
2026-08-20T20:50:11Z,115897, 27260, 143771,29672
2026-08-20T20:50:14Z,115897, 27260, 143771,29672
2026-08-20T20:50:16Z,115897, 27260, 143771,29672
2026-08-20T20:50:19Z,115897, 27260, 143771,29672
2026-08-20T20:50:22Z,115897, 27260, 143771,29672
2026-08-20T20:50:24Z,115897, 27260, 143771,29672
2026-08-20T20:50:27Z,115897, 27260, 143771,29672
2026-08-20T20:50:30Z,115897, 27260, 143771,29672
2026-08-20T20:50:32Z,115897, 27260, 143771,29672
2026-08-20T20:50:35Z,115897, 27260, 143771,29672
2026-08-20T20:50:38Z,115897, 27260, 143771,29672
2026-08-20T20:50:41Z,103579, 39578, 143771,17354
2026-08-20T20:50:43Z,103583, 39574, 143771,17358
2026-08-20T20:50:46Z,102055, 41102, 143771,15614
2026-08-20T20:50:49Z,102959, 40198, 143771,16734
2026-08-20T20:50:52Z,103059, 40098, 143771,16834
2026-08-20T20:50:54Z,103079, 40078, 143771,16854
2026-08-20T20:50:57Z,103099, 40058, 143771,16894
2026-08-20T20:51:00Z,103139, 40018, 143771,16934
2026-08-20T20:51:02Z,103199, 39958, 143771,16974
2026-08-20T20:51:05Z,103199, 39958, 143771,16974
2026-08-20T20:51:08Z,103199, 39958, 143771,16974
2026-08-20T20:51:11Z,103199, 39958, 143771,16974
2026-08-20T20:51:13Z,103199, 39958, 143771,16974
2026-08-20T20:51:16Z,106239, 36918, 143771,19214
2026-08-20T20:51:19Z,111027, 32130, 143771,24802
2026-08-20T20:51:22Z,105127, 38030, 143771,19786
2026-08-20T20:51:24Z,107745, 35412, 143771,21532
2026-08-20T20:51:27Z,107775, 35382, 143771,21550
2026-08-20T20:51:30Z,107787, 35370, 143771,21562
2026-08-20T20:51:32Z,107803, 35354, 143771,21580
2026-08-20T20:51:35Z,107809, 35348, 143771,21584
2026-08-20T20:51:38Z,107811, 35346, 143771,21588
2026-08-20T20:51:41Z,109553, 33604, 143771,24128
2026-08-20T20:51:43Z,115451, 27706, 143771,29226
2026-08-20T20:51:46Z,115497, 27660, 143771,29272
2026-08-20T20:51:49Z,115497, 27660, 143771,29272
2026-08-20T20:51:51Z,115497, 27660, 143771,29272
2026-08-20T20:51:54Z,115497, 27660, 143771,29272
2026-08-20T20:51:57Z,115497, 27660, 143771,29272
2026-08-20T20:51:59Z,115497, 27660, 143771,29272
2026-08-20T20:52:02Z,115497, 27660, 143771,29272
2026-08-20T20:52:05Z,115497, 27660, 143771,29272
2026-08-20T20:52:07Z,115497, 27660, 143771,29272
2026-08-20T20:52:10Z,115497, 27660, 143771,29272
2026-08-20T20:52:13Z,115497, 27660, 143771,29272
2026-08-20T20:52:15Z,115497, 27660, 143771,29272
2026-08-20T20:52:18Z,115497, 27660, 143771,29272
2026-08-20T20:52:21Z,115497, 27660, 143771,29272
2026-08-20T20:52:24Z,115497, 27660, 143771,29272
2026-08-20T20:52:26Z,115497, 27660, 143771,29272
2026-08-20T20:52:29Z,115497, 27660, 143771,29272
2026-08-20T20:52:32Z,115497, 27660, 143771,29272
2026-08-20T20:52:34Z,115497, 27660, 143771,29272
2026-08-20T20:52:37Z,115497, 27660, 143771,29272
2026-08-20T20:52:40Z,115497, 27660, 143771,29272
2026-08-20T20:52:42Z,115497, 27660, 143771,29272
2026-08-20T20:52:45Z,115497, 27660, 143771,29272
2026-08-20T20:52:48Z,115497, 27660, 143771,29272
2026-08-20T20:52:50Z,115497, 27660, 143771,29272
2026-08-20T20:52:53Z,115497, 27660, 143771,29272
2026-08-20T20:52:55Z,116017, 27140, 143771,29792
2026-08-20T20:52:58Z,116017, 27140, 143771,29792
