timestamp,memory_used_mib,memory_free_mib,memory_total_mib,own_memory_used_mib
2026-08-20T20:48:11Z,108594, 34563, 143771,5406
2026-08-20T20:48:14Z,108594, 34563, 143771,5406
2026-08-20T20:48:19Z,108594, 34563, 143771,5406
2026-08-20T20:48:21Z,108594, 34563, 143771,5406
2026-08-20T20:48:26Z,108594, 34563, 143771,5406
2026-08-20T20:48:29Z,84821, 58336, 143771,5484
2026-08-20T20:48:33Z,84821, 58336, 143771,5490
2026-08-20T20:48:35Z,84827, 58330, 143771,5490
2026-08-20T20:48:38Z,84827, 58330, 143771,5490
2026-08-20T20:48:41Z,84827, 58330, 143771,5490
2026-08-20T20:48:44Z,84827, 58330, 143771,5490
2026-08-20T20:48:47Z,90352, 52805, 143771,5490
2026-08-20T20:48:49Z,90444, 52713, 143771,5490
2026-08-20T20:48:52Z,90444, 52713, 143771,5490
2026-08-20T20:48:55Z,92864, 50293, 143771,7910
2026-08-20T20:48:57Z,92864, 50293, 143771,7910
2026-08-20T20:49:00Z,96626, 46531, 143771,11672
2026-08-20T20:49:03Z,94890, 48267, 143771,9936
2026-08-20T20:49:06Z,107664, 35493, 143771,9936
2026-08-20T20:49:08Z,107664, 35493, 143771,9936
2026-08-20T20:49:11Z,107950, 35207, 143771,8460
2026-08-20T20:49:14Z,108418, 34739, 143771,8646
2026-08-20T20:49:17Z,108418, 34739, 143771,8646
2026-08-20T20:49:19Z,108418, 34739, 143771,8646
2026-08-20T20:49:22Z,108418, 34739, 143771,8646
2026-08-20T20:49:24Z,108418, 34739, 143771,8646
2026-08-20T20:49:27Z,108938, 34219, 143771,8646
2026-08-20T20:49:30Z,108938, 34219, 143771,8646
2026-08-20T20:49:32Z,109238, 33919, 143771,8646
2026-08-20T20:49:35Z,109238, 33919, 143771,8646
2026-08-20T20:49:38Z,109758, 33399, 143771,8646
2026-08-20T20:49:41Z,109758, 33399, 143771,8646
2026-08-20T20:49:44Z,109758, 33399, 143771,8646
2026-08-20T20:49:47Z,109758, 33399, 143771,8646
2026-08-20T20:49:49Z,109758, 33399, 143771,8646
2026-08-20T20:49:52Z,109758, 33399, 143771,8646
2026-08-20T20:49:55Z,109758, 33399, 143771,8646
2026-08-20T20:49:58Z,108518, 34639, 143771,7986
2026-08-20T20:50:00Z,117184, 25973, 143771,16272
2026-08-20T20:50:03Z,117484, 25673, 143771,16372
2026-08-20T20:50:05Z,110894, 32263, 143771,9772
2026-08-20T20:50:08Z,113800, 29357, 143771,12676
2026-08-20T20:50:11Z,113826, 29331, 143771,12702
2026-08-20T20:50:14Z,113846, 29311, 143771,12720
2026-08-20T20:50:16Z,113856, 29301, 143771,12730
2026-08-20T20:50:19Z,113864, 29293, 143771,12740
2026-08-20T20:50:22Z,113870, 29287, 143771,12744
2026-08-20T20:50:24Z,113872, 29285, 143771,12746
2026-08-20T20:50:27Z,113876, 29281, 143771,12750
2026-08-20T20:50:30Z,114166, 28991, 143771,13040
2026-08-20T20:50:32Z,114166, 28991, 143771,13040
2026-08-20T20:50:35Z,114166, 28991, 143771,13040
2026-08-20T20:50:38Z,115106, 28051, 143771,14080
2026-08-20T20:50:41Z,116326, 26831, 143771,15420
2026-08-20T20:50:43Z,121086, 22071, 143771,19960
2026-08-20T20:50:46Z,121182, 21975, 143771,20056
2026-08-20T20:50:49Z,121182, 21975, 143771,20056
2026-08-20T20:50:52Z,121226, 21931, 143771,20100
2026-08-20T20:50:54Z,121226, 21931, 143771,20100
2026-08-20T20:50:57Z,121226, 21931, 143771,20100
2026-08-20T20:51:00Z,121226, 21931, 143771,20100
2026-08-20T20:51:02Z,121226, 21931, 143771,20100
2026-08-20T20:51:05Z,121226, 21931, 143771,20100
2026-08-20T20:51:08Z,121226, 21931, 143771,20100
2026-08-20T20:51:11Z,121226, 21931, 143771,20100
2026-08-20T20:51:13Z,121226, 21931, 143771,20100
2026-08-20T20:51:16Z,121226, 21931, 143771,20100
2026-08-20T20:51:19Z,121226, 21931, 143771,20100
2026-08-20T20:51:22Z,121226, 21931, 143771,20100
2026-08-20T20:51:24Z,121226, 21931, 143771,20100
2026-08-20T20:51:27Z,121226, 21931, 143771,20100
2026-08-20T20:51:30Z,121226, 21931, 143771,20100
2026-08-20T20:51:32Z,121226, 21931, 143771,20100
2026-08-20T20:51:35Z,121226, 21931, 143771,20100
2026-08-20T20:51:38Z,121226, 21931, 143771,20100
2026-08-20T20:51:41Z,121226, 21931, 143771,20100
2026-08-20T20:51:43Z,121226, 21931, 143771,20100
2026-08-20T20:51:46Z,121226, 21931, 143771,20100
2026-08-20T20:51:49Z,121226, 21931, 143771,20100
2026-08-20T20:51:51Z,121226, 21931, 143771,20100
2026-08-20T20:51:54Z,121226, 21931, 143771,20100
2026-08-20T20:51:57Z,121226, 21931, 143771,20100
2026-08-20T20:51:59Z,121226, 21931, 143771,20100
2026-08-20T20:52:02Z,121226, 21931, 143771,20100
2026-08-20T20:52:05Z,121226, 21931, 143771,20100
2026-08-20T20:52:07Z,121226, 21931, 143771,20100
2026-08-20T20:52:10Z,121226, 21931, 143771,20100
2026-08-20T20:52:13Z,121226, 21931, 143771,20100
2026-08-20T20:52:15Z,121226, 21931, 143771,20100
2026-08-20T20:52:18Z,121226, 21931, 143771,20100
2026-08-20T20:52:21Z,121226, 21931, 143771,20100
2026-08-20T20:52:24Z,121226, 21931, 143771,20100
2026-08-20T20:52:26Z,121226, 21931, 143771,20100
2026-08-20T20:52:29Z,121226, 21931, 143771,20100
2026-08-20T20:52:32Z,123786, 19371, 143771,23020
2026-08-20T20:52:35Z,130246, 12911, 143771,29120
2026-08-20T20:52:37Z,130246, 12911, 143771,29160
2026-08-20T20:52:40Z,130286, 12871, 143771,29160
2026-08-20T20:52:42Z,130286, 12871, 143771,29160
2026-08-20T20:52:45Z,130286, 12871, 143771,29160
2026-08-20T20:52:48Z,130286, 12871, 143771,29160
2026-08-20T20:52:50Z,130286, 12871, 143771,29160
2026-08-20T20:52:53Z,130286, 12871, 143771,29160
2026-08-20T20:52:55Z,130286, 12871, 143771,29160
2026-08-20T20:52:58Z,130286, 12871, 143771,29160
