timestamp,memory_used_mib,memory_free_mib,memory_total_mib,own_memory_used_mib
2026-08-20T20:40:42Z,129671, 13486, 143771,29710
2026-08-20T20:40:45Z,129671, 13486, 143771,29710
2026-08-20T20:40:47Z,129671, 13486, 143771,29710
2026-08-20T20:40:50Z,129671, 13486, 143771,29710
2026-08-20T20:40:52Z,129671, 13486, 143771,29710
2026-08-20T20:40:55Z,129671, 13486, 143771,29710
2026-08-20T20:40:57Z,129671, 13486, 143771,29710
2026-08-20T20:41:00Z,129671, 13486, 143771,29710
2026-08-20T20:41:02Z,129671, 13486, 143771,29710
2026-08-20T20:41:05Z,129671, 13486, 143771,29710
2026-08-20T20:41:07Z,129671, 13486, 143771,29710
2026-08-20T20:41:10Z,129671, 13486, 143771,29710
2026-08-20T20:41:12Z,129671, 13486, 143771,29710
2026-08-20T20:41:15Z,129671, 13486, 143771,29710
2026-08-20T20:41:17Z,129671, 13486, 143771,29710
2026-08-20T20:41:20Z,129671, 13486, 143771,29710
2026-08-20T20:41:22Z,129673, 13484, 143771,29712
2026-08-20T20:41:25Z,129673, 13484, 143771,29712
2026-08-20T20:41:27Z,129673, 13484, 143771,29712
2026-08-20T20:41:30Z,129673, 13484, 143771,29712
2026-08-20T20:41:32Z,129673, 13484, 143771,29712
2026-08-20T20:41:35Z,129673, 13484, 143771,29712
2026-08-20T20:41:37Z,129673, 13484, 143771,29712
2026-08-20T20:41:40Z,129673, 13484, 143771,29712
2026-08-20T20:41:42Z,129673, 13484, 143771,29712
2026-08-20T20:41:45Z,129673, 13484, 143771,29712
2026-08-20T20:41:47Z,129673, 13484, 143771,29712
2026-08-20T20:41:50Z,129673, 13484, 143771,29712
2026-08-20T20:41:52Z,129673, 13484, 143771,29712
2026-08-20T20:41:55Z,129673, 13484, 143771,29712
2026-08-20T20:41:57Z,129673, 13484, 143771,29712
2026-08-20T20:42:00Z,129673, 13484, 143771,29712
2026-08-20T20:42:03Z,129673, 13484, 143771,29712
2026-08-20T20:42:07Z,129673, 13484, 143771,29712
2026-08-20T20:42:10Z,129673, 13484, 143771,29712
2026-08-20T20:42:13Z,129673, 13484, 143771,29712
2026-08-20T20:42:15Z,129673, 13484, 143771,29712
2026-08-20T20:42:18Z,129673, 13484, 143771,29712
2026-08-20T20:42:21Z,129673, 13484, 143771,29712
2026-08-20T20:42:23Z,129673, 13484, 143771,29712
2026-08-20T20:42:25Z,129673, 13484, 143771,29712
2026-08-20T20:42:28Z,129673, 13484, 143771,29712
2026-08-20T20:42:30Z,129673, 13484, 143771,29712
2026-08-20T20:42:33Z,129673, 13484, 143771,29712
2026-08-20T20:42:35Z,129673, 13484, 143771,29712
2026-08-20T20:42:38Z,129673, 13484, 143771,29712
2026-08-20T20:42:41Z,129673, 13484, 143771,29712
2026-08-20T20:42:43Z,129673, 13484, 143771,29712
2026-08-20T20:42:46Z,129673, 13484, 143771,29712
2026-08-20T20:42:48Z,129673, 13484, 143771,29712
2026-08-20T20:42:51Z,129673, 13484, 143771,29712
2026-08-20T20:42:53Z,129673, 13484, 143771,29712
2026-08-20T20:42:55Z,129673, 13484, 143771,29712
2026-08-20T20:42:58Z,129673, 13484, 143771,29712
2026-08-20T20:43:00Z,129673, 13484, 143771,29712
2026-08-20T20:43:03Z,117377, 25780, 143771,17416
2026-08-20T20:43:05Z,117377, 25780, 143771,17416
2026-08-20T20:43:07Z,117377, 25780, 143771,17416
2026-08-20T20:43:10Z,115849, 27308, 143771,15618
2026-08-20T20:43:13Z,116679, 26478, 143771,16718
2026-08-20T20:43:15Z,116799, 26358, 143771,16858
2026-08-20T20:43:18Z,116859, 26298, 143771,16898
2026-08-20T20:43:20Z,116879, 26278, 143771,16918
2026-08-20T20:43:23Z,116899, 26258, 143771,16938
2026-08-20T20:43:25Z,116919, 26238, 143771,16958
2026-08-20T20:43:28Z,116939, 26218, 143771,16998
2026-08-20T20:43:31Z,117019, 26138, 143771,17058
2026-08-20T20:43:33Z,117019, 26138, 143771,17058
2026-08-20T20:43:36Z,117019, 26138, 143771,17058
2026-08-20T20:43:38Z,117019, 26138, 143771,17058
2026-08-20T20:43:41Z,117019, 26138, 143771,17058
2026-08-20T20:43:45Z,117019, 26138, 143771,17058
2026-08-20T20:43:47Z,117019, 26138, 143771,17058
2026-08-20T20:43:52Z,117859, 25298, 143771,19998
2026-08-20T20:43:54Z,117539, 25618, 143771,19384
2026-08-20T20:43:58Z,125005, 18152, 143771,25064
2026-08-20T20:44:01Z,125165, 17992, 143771,25204
2026-08-20T20:44:03Z,121473, 21684, 143771,21514
2026-08-20T20:44:06Z,121501, 21656, 143771,21540
2026-08-20T20:44:08Z,121529, 21628, 143771,21570
2026-08-20T20:44:11Z,121543, 21614, 143771,21582
2026-08-20T20:44:13Z,121551, 21606, 143771,21590
2026-08-20T20:44:16Z,121559, 21598, 143771,21598
2026-08-20T20:44:18Z,121563, 21594, 143771,21602
2026-08-20T20:44:21Z,121565, 21592, 143771,21606
2026-08-20T20:44:23Z,121567, 21590, 143771,21926
2026-08-20T20:44:26Z,129127, 14030, 143771,29202
2026-08-20T20:44:28Z,129207, 13950, 143771,29246
2026-08-20T20:44:31Z,129251, 13906, 143771,29290
2026-08-20T20:44:33Z,129253, 13904, 143771,29292
2026-08-20T20:44:36Z,129253, 13904, 143771,29292
2026-08-20T20:44:38Z,129253, 13904, 143771,29292
2026-08-20T20:44:41Z,129253, 13904, 143771,29292
2026-08-20T20:44:44Z,129253, 13904, 143771,29292
2026-08-20T20:44:46Z,129253, 13904, 143771,29292
2026-08-20T20:44:49Z,129253, 13904, 143771,29292
2026-08-20T20:44:51Z,129253, 13904, 143771,29292
2026-08-20T20:44:54Z,129253, 13904, 143771,29292
2026-08-20T20:44:57Z,129253, 13904, 143771,29292
2026-08-20T20:44:59Z,129253, 13904, 143771,29292
2026-08-20T20:45:02Z,129253, 13904, 143771,29292
2026-08-20T20:45:04Z,129253, 13904, 143771,29292
2026-08-20T20:45:07Z,129253, 13904, 143771,29292
2026-08-20T20:45:10Z,129253, 13904, 143771,29292
2026-08-20T20:45:12Z,129253, 13904, 143771,29292
2026-08-20T20:45:15Z,129253, 13904, 143771,29292
2026-08-20T20:45:17Z,129253, 13904, 143771,29292
2026-08-20T20:45:20Z,129253, 13904, 143771,29292
2026-08-20T20:45:22Z,129253, 13904, 143771,29292
2026-08-20T20:45:25Z,129253, 13904, 143771,29292
2026-08-20T20:45:28Z,129253, 13904, 143771,29292
2026-08-20T20:45:30Z,129253, 13904, 143771,29292
2026-08-20T20:45:33Z,129253, 13904, 143771,29292
2026-08-20T20:45:36Z,129253, 13904, 143771,29292
2026-08-20T20:45:38Z,129253, 13904, 143771,29292
2026-08-20T20:45:41Z,129253, 13904, 143771,29292
2026-08-20T20:45:43Z,129253, 13904, 143771,29292
2026-08-20T20:45:46Z,129253, 13904, 143771,29292
2026-08-20T20:45:49Z,129253, 13904, 143771,29292
2026-08-20T20:45:51Z,129253, 13904, 143771,29292
2026-08-20T20:45:54Z,129253, 13904, 143771,29292
2026-08-20T20:45:57Z,129253, 13904, 143771,29292
2026-08-20T20:45:59Z,129253, 13904, 143771,29292
2026-08-20T20:46:02Z,129253, 13904, 143771,29292
2026-08-20T20:46:05Z,129253, 13904, 143771,29292
2026-08-20T20:46:08Z,129253, 13904, 143771,29292
2026-08-20T20:46:11Z,129253, 13904, 143771,29292
2026-08-20T20:46:14Z,129253, 13904, 143771,29292
2026-08-20T20:46:16Z,129773, 13384, 143771,29812
2026-08-20T20:46:19Z,129773, 13384, 143771,29812
2026-08-20T20:46:22Z,129773, 13384, 143771,29812
2026-08-20T20:46:25Z,129773, 13384, 143771,29812
2026-08-20T20:46:28Z,129773, 13384, 143771,29812
2026-08-20T20:46:33Z,129773, 13384, 143771,29812
2026-08-20T20:46:36Z,129773, 13384, 143771,29812
2026-08-20T20:46:39Z,129773, 13384, 143771,29812
2026-08-20T20:46:42Z,129773, 13384, 143771,29812
2026-08-20T20:46:44Z,129773, 13384, 143771,29812
2026-08-20T20:46:47Z,129773, 13384, 143771,29832
2026-08-20T20:46:50Z,129793, 13364, 143771,29832
2026-08-20T20:46:53Z,129793, 13364, 143771,29832
2026-08-20T20:46:56Z,129793, 13364, 143771,29832
2026-08-20T20:46:58Z,129793, 13364, 143771,29832
2026-08-20T20:47:01Z,129793, 13364, 143771,29832
2026-08-20T20:47:04Z,129793, 13364, 143771,29832
2026-08-20T20:47:07Z,129793, 13364, 143771,29832
2026-08-20T20:47:09Z,129793, 13364, 143771,29832
2026-08-20T20:47:12Z,129793, 13364, 143771,29832
2026-08-20T20:47:15Z,117933, 25224, 143771,17972
2026-08-20T20:47:17Z,117933, 25224, 143771,17972
2026-08-20T20:47:20Z,117933, 25224, 143771,17972
2026-08-20T20:47:23Z,116953, 26204, 143771,17172
2026-08-20T20:47:25Z,117473, 25684, 143771,17512
2026-08-20T20:47:28Z,117533, 25624, 143771,17572
2026-08-20T20:47:31Z,117553, 25604, 143771,17592
2026-08-20T20:47:33Z,117573, 25584, 143771,17612
2026-08-20T20:47:36Z,117573, 25584, 143771,17612
2026-08-20T20:47:39Z,117613, 25544, 143771,17652
2026-08-20T20:47:41Z,117693, 25464, 143771,17732
2026-08-20T20:47:44Z,117693, 25464, 143771,17732
2026-08-20T20:47:47Z,117693, 25464, 143771,17732
2026-08-20T20:47:49Z,117693, 25464, 143771,17732
2026-08-20T20:47:52Z,117693, 25464, 143771,17732
2026-08-20T20:47:55Z,117693, 25464, 143771,17732
2026-08-20T20:47:58Z,117693, 25464, 143771,17732
2026-08-20T20:48:01Z,117693, 25464, 143771,17732
2026-08-20T20:48:03Z,118553, 24604, 143771,20872
2026-08-20T20:48:06Z,118773, 24384, 143771,19072
2026-08-20T20:48:09Z,125547, 17610, 143771,25586
2026-08-20T20:48:11Z,125587, 17570, 143771,20346
2026-08-20T20:48:14Z,121825, 21332, 143771,21870
2026-08-20T20:48:19Z,121845, 21312, 143771,21884
2026-08-20T20:48:21Z,121861, 21296, 143771,21904
2026-08-20T20:48:26Z,121869, 21288, 143771,21910
2026-08-20T20:48:29Z,121873, 21284, 143771,21914
2026-08-20T20:48:33Z,121877, 21280, 143771,21916
2026-08-20T20:48:36Z,123077, 20080, 143771,23676
2026-08-20T20:48:38Z,129523, 13634, 143771,29562
2026-08-20T20:48:41Z,129567, 13590, 143771,29606
2026-08-20T20:48:44Z,129613, 13544, 143771,29652
2026-08-20T20:48:47Z,129613, 13544, 143771,29652
2026-08-20T20:48:49Z,129613, 13544, 143771,29652
2026-08-20T20:48:52Z,129613, 13544, 143771,29652
2026-08-20T20:48:55Z,129613, 13544, 143771,29652
2026-08-20T20:48:58Z,129613, 13544, 143771,29652
2026-08-20T20:49:00Z,129613, 13544, 143771,29652
2026-08-20T20:49:03Z,129613, 13544, 143771,29652
2026-08-20T20:49:06Z,129613, 13544, 143771,29652
2026-08-20T20:49:08Z,129613, 13544, 143771,29652
2026-08-20T20:49:11Z,129613, 13544, 143771,29652
2026-08-20T20:49:14Z,129613, 13544, 143771,29652
2026-08-20T20:49:17Z,129613, 13544, 143771,29652
2026-08-20T20:49:19Z,129613, 13544, 143771,29652
2026-08-20T20:49:22Z,129613, 13544, 143771,29652
2026-08-20T20:49:24Z,129613, 13544, 143771,29652
2026-08-20T20:49:27Z,129613, 13544, 143771,29652
2026-08-20T20:49:30Z,129613, 13544, 143771,29652
2026-08-20T20:49:32Z,129613, 13544, 143771,29652
2026-08-20T20:49:35Z,129613, 13544, 143771,29652
2026-08-20T20:49:38Z,129613, 13544, 143771,29652
2026-08-20T20:49:41Z,129613, 13544, 143771,29652
2026-08-20T20:49:44Z,122651, 20506, 143771,29652
2026-08-20T20:49:47Z,122651, 20506, 143771,29652
2026-08-20T20:49:49Z,122651, 20506, 143771,29652
2026-08-20T20:49:52Z,122651, 20506, 143771,29652
2026-08-20T20:49:55Z,122651, 20506, 143771,29652
2026-08-20T20:49:57Z,122651, 20506, 143771,29652
2026-08-20T20:50:00Z,122651, 20506, 143771,29652
2026-08-20T20:50:03Z,122651, 20506, 143771,29652
2026-08-20T20:50:05Z,122651, 20506, 143771,29652
2026-08-20T20:50:08Z,122651, 20506, 143771,29652
2026-08-20T20:50:11Z,122651, 20506, 143771,29652
2026-08-20T20:50:14Z,122651, 20506, 143771,29652
2026-08-20T20:50:16Z,122651, 20506, 143771,29652
2026-08-20T20:50:19Z,122651, 20506, 143771,29652
2026-08-20T20:50:22Z,122651, 20506, 143771,29652
2026-08-20T20:50:24Z,122651, 20506, 143771,29652
2026-08-20T20:50:27Z,122651, 20506, 143771,29652
2026-08-20T20:50:30Z,122651, 20506, 143771,29652
2026-08-20T20:50:32Z,122651, 20506, 143771,29652
2026-08-20T20:50:35Z,122651, 20506, 143771,29652
2026-08-20T20:50:38Z,122651, 20506, 143771,29652
2026-08-20T20:50:41Z,122651, 20506, 143771,29652
2026-08-20T20:50:43Z,122651, 20506, 143771,29652
2026-08-20T20:50:46Z,122651, 20506, 143771,29652
2026-08-20T20:50:49Z,122651, 20506, 143771,29652
2026-08-20T20:50:52Z,122651, 20506, 143771,29652
2026-08-20T20:50:54Z,122651, 20506, 143771,29652
2026-08-20T20:50:57Z,122651, 20506, 143771,29652
2026-08-20T20:51:00Z,122651, 20506, 143771,29652
2026-08-20T20:51:02Z,122651, 20506, 143771,29652
2026-08-20T20:51:05Z,122651, 20506, 143771,29652
2026-08-20T20:51:08Z,122651, 20506, 143771,29652
2026-08-20T20:51:11Z,124115, 19042, 143771,35220
2026-08-20T20:51:13Z,111603, 31554, 143771,18604
2026-08-20T20:51:16Z,111607, 31550, 143771,18608
2026-08-20T20:51:19Z,111607, 31550, 143771,18608
2026-08-20T20:51:22Z,110925, 32232, 143771,17926
2026-08-20T20:51:24Z,111005, 32152, 143771,18026
2026-08-20T20:51:27Z,111065, 32092, 143771,18086
2026-08-20T20:51:30Z,111105, 32052, 143771,18106
2026-08-20T20:51:32Z,111125, 32032, 143771,18126
2026-08-20T20:51:35Z,111145, 32012, 143771,18146
2026-08-20T20:51:38Z,111185, 31972, 143771,18186
2026-08-20T20:51:41Z,111385, 31772, 143771,18386
2026-08-20T20:51:43Z,111385, 31772, 143771,18386
2026-08-20T20:51:46Z,111385, 31772, 143771,18386
2026-08-20T20:51:49Z,111385, 31772, 143771,18386
2026-08-20T20:51:51Z,111385, 31772, 143771,18386
2026-08-20T20:51:54Z,111385, 31772, 143771,18386
2026-08-20T20:51:57Z,111385, 31772, 143771,18386
2026-08-20T20:51:59Z,112085, 31072, 143771,20926
2026-08-20T20:52:02Z,112065, 31092, 143771,20866
2026-08-20T20:52:04Z,118565, 24592, 143771,25586
2026-08-20T20:52:07Z,118845, 24312, 143771,19686
2026-08-20T20:52:10Z,115073, 28084, 143771,22076
2026-08-20T20:52:13Z,115103, 28054, 143771,22106
2026-08-20T20:52:15Z,115121, 28036, 143771,22122
